년_월,국가,방문자 수,전년 동월 대비 성장률,동월 구성 비율 ,남자,여자,관광,사업,공무,유학,기타,20대 미만,20대,30대,40대,50대,60대 이상
19-05,Portugal,916,12.53071253,0.061655103,433,350,749,12,0,6,149,32,161,217,173,120,80
19-05,Austria,992,3.657262278,0.066770592,614,257,800,4,3,14,171,22,214,230,169,137,99
19-05,Finland,1329,9.653465347,0.089453747,562,389,864,12,7,57,389,48,306,178,195,159,65
19-05,Belgium,1245,22.41887906,0.083799785,783,329,1012,21,4,23,185,16,257,245,247,219,128
19-05,Croatia,569,17.31958763,0.038298858,221,49,252,5,1,2,309,8,48,89,66,36,23
19-05,Greece,749,-2.727272727,0.050414489,459,81,495,21,2,1,230,16,87,155,136,96,50
19-05,Bulgaria,639,0.947867299,0.043010492,204,148,330,3,2,2,302,11,70,84,89,59,39
19-05,Denmark,1181,16.12586037,0.079492005,745,328,979,14,11,29,148,86,264,187,218,229,89
19-05,Ireland,752,0.939597315,0.050616416,450,239,619,14,2,1,116,20,207,159,143,93,67
19-05,Europe others,3962,19.30141524,0.266678513,1708,1018,2495,44,22,55,1346,134,695,797,575,302,223
19-05,Austrailia,13558,8.707504811,0.912576295,7049,6195,12114,77,46,50,1271,972,1808,2442,2294,2282,3446
19-05,New Zealand,3172,4.514003295,0.213504352,1685,1344,2550,21,8,3,590,234,469,574,397,649,706
19-05,Oceania others,638,19.69981238,0.042943183,312,215,499,2,10,6,121,39,124,127,127,71,39
19-05,South Africa,1064,-2.115915363,0.071616844,393,302,513,9,7,2,533,15,243,174,120,95,48
19-05,Africa others,3214,-24.30522845,0.216331333,1670,504,1208,578,72,93,1263,91,506,691,484,298,104
19-05,Stateless,72,1.408450704,0.004846253,34,19,44,3,0,0,25,4,7,19,7,10,6
19-05,Overseas Korean,18788,-18.95086493,1.264602702,7694,11094,0,0,0,0,18788,322,1285,1856,3575,5606,6144
19-06,China,475007,25.03770818,32.1772936,169793,292378,395196,3743,399,14680,60989,27351,138838,133662,60406,54228,47686
19-06,Japan,282476,20.05287025,19.13511419,98280,181523,275286,1901,136,771,4382,18006,77298,51694,51452,45179,36174
19-06,Taiwan,118437,15.14052672,8.023002023,37622,79905,116323,84,24,719,1287,19121,26305,26066,22281,13404,10350
19-06,Hong Kong,61728,-6.665053828,4.181496229,18462,42499,60526,46,2,280,874,9344,14229,10823,10073,10151,6341
19-06,Macao,3622,-5.701640198,0.245356716,982,2640,3556,1,0,55,10,479,1268,883,417,352,223
19-06,Phillipines,40748,8.505086009,2.760296921,12415,12639,22430,174,166,80,17898,3371,6607,6006,4561,2868,1641
19-06,Indonesia,27880,22.10397232,1.888609948,12320,11266,19928,182,346,223,7201,5310,5677,4581,4066,2391,1561
19-06,Thailand,37684,-8.132618235,2.552739501,10342,21860,30596,61,308,115,6604,2392,11601,8936,4711,2916,1646
19-06,Vietnam,58339,20.79718397,3.95192309,23902,29152,45005,1098,542,3490,8204,10409,11320,12393,9385,6434,3113
19-06,India,13249,28.0591533,0.897496169,7088,1959,4892,3084,194,121,4958,749,2171,3089,1867,839,332
19-06,Malaysia,25538,-7.561443515,1.729961293,9790,13595,22652,121,5,139,2621,3317,6290,5083,3826,2943,1926
19-06,Singapore,24743,7.033784661,1.676107458,10238,13238,23162,128,11,50,1392,4952,5511,3490,4619,2808,2096
19-06,Mongolia,9244,1.326318097,0.626194776,4093,5114,7647,74,284,584,655,1520,1717,2922,1942,847,259
19-06,Uzbekistan,7295,8.074074074,0.494168206,4938,1875,3429,862,5,197,2802,490,1871,2397,1295,480,280
19-06,Myanmar,6303,6.559594252,0.426969458,2716,539,1621,15,154,71,4442,107,1404,1102,393,185,64
19-06,*GCC,4736,82.50481696,0.320819825,2831,1749,4318,42,12,112,252,897,1109,1341,651,427,155
19-06,Kazakhstan,4829,6.108547572,0.327119707,2018,2497,3472,13,2,98,1244,836,1315,1014,727,373,250
19-06,Turkey,2835,13.44537815,0.192044806,1111,743,1613,6,137,37,1042,160,490,554,353,167,130
19-06,Cambodia,3733,35.99271403,0.25287593,2504,1228,1274,48,192,30,2189,198,1966,1027,263,174,104
19-06,Sri Lanka,1819,-5.751295337,0.123220283,1437,108,245,76,5,14,1479,24,746,540,152,57,26
19-06,Bangladesh,1260,0.398406375,0.085353247,928,118,237,144,93,41,745,56,366,381,148,74,21
19-06,Pakistan,979,-11.88118812,0.066318118,814,142,356,228,29,61,305,83,275,318,182,76,22
19-06,Israel,940,4.910714286,0.063676232,714,216,879,10,1,1,49,28,164,225,238,160,115
19-06,Iran,384,-34.24657534,0.026012418,276,84,252,52,8,16,56,18,71,141,71,43,16
19-06,Asia others,6396,10.65743945,0.433269341,4356,1641,2797,456,360,133,2650,428,2333,1798,796,469,173
19-06,USA,105398,11.24738764,7.139731395,52374,47515,86508,367,3470,350,14703,25567,16732,13859,17788,15491,10452
19-06,Canada,16133,11.10116383,1.092860269,7417,7400,12012,38,26,46,4011,2206,3547,2573,2299,2469,1723
19-06,Brazil,1924,19.13312693,0.130333054,881,749,1481,19,23,18,383,146,442,470,310,154,108
19-06,Mexico,2361,16.13379242,0.159935728,960,945,1821,7,3,47,483,245,624,378,306,225,127
19-06,America others,3370,20.1426025,0.228286066,1576,1336,2732,14,41,47,536,259,941,799,463,272,178
19-06,Russia,28666,6.97865353,1.941854116,11588,12522,21774,175,33,110,6574,5006,5402,5961,4069,2345,1327
19-06,UK,11155,5.375023616,0.755647201,6305,4053,9538,129,10,46,1432,932,2745,1965,1643,1795,1278
19-06,Germany,8947,6.208452042,0.606075796,5571,2462,7284,209,25,160,1269,817,1592,1821,1615,1540,648
19-06,France,8559,10.92534992,0.579792415,4650,3110,6915,229,25,297,1093,765,2493,1513,1336,1005,648
19-06,Italy,4136,4.470825966,0.280175421,2295,1001,3039,47,13,68,969,242,630,747,820,577,280
19-06,Netherland,2900,11.79645335,0.19644795,1637,832,2252,41,4,35,568,174,641,514,494,433,213
19-06,Ukraine,1941,0.674273859,0.131484645,597,256,606,83,3,21,1228,87,257,249,146,87,27
19-06,Spain,2590,21.3683224,0.175448342,1479,961,2238,27,7,51,267,225,551,583,547,295,239
19-06,Romania,984,0.1017294,0.066656822,328,229,524,9,7,5,439,22,124,191,110,72,38
19-06,Norway,1156,5.186533212,0.078308217,649,480,1069,27,0,11,49,229,313,176,182,144,85
19-06,Sweden,2079,2.413793103,0.140832858,1103,914,1926,26,9,31,87,394,608,272,364,290,89
19-06,Poland,2201,29.54679223,0.14909722,926,643,1479,12,0,20,690,157,434,443,291,161,83
19-06,Swiss,1239,2.143446002,0.083930693,771,426,1132,19,3,14,71,119,299,217,213,217,132
19-06,Portugal,868,4.704463209,0.058798904,390,381,751,5,0,2,110,68,180,213,161,109,40
19-06,Austria,889,8.150851582,0.060221458,542,247,743,6,1,12,127,56,174,183,155,147,74
19-06,Finland,1338,12.24832215,0.09063702,537,469,946,9,1,36,346,211,251,184,195,125,40
19-06,Belgium,1181,29.21225383,0.080001734,711,346,986,19,1,10,165,89,259,212,216,176,105
19-06,Croatia,403,-7.780320366,0.027299491,181,36,207,2,0,1,193,5,41,76,54,27,14
19-06,Greece,765,-3.164556962,0.051821614,439,107,508,18,1,3,235,26,83,165,117,86,69
19-06,Bulgaria,448,-13.84615385,0.030347821,157,69,215,1,1,0,231,7,59,73,48,32,7
19-06,Denmark,939,7.191780822,0.063608491,587,265,767,7,8,27,130,77,257,132,179,153,54
19-06,Ireland,820,7.894736842,0.055547351,488,275,682,6,5,7,120,64,226,180,153,98,42
19-06,Europe others,3519,21.09428768,0.238379426,1461,1051,2213,46,32,47,1181,233,712,707,520,234,106
19-06,Austrailia,13201,11.48551643,0.894244617,6796,6132,11804,77,61,57,1202,1811,2065,2129,2421,2112,2390
19-06,New Zealand,3547,23.84776536,0.240276165,1873,1528,2949,12,15,1,570,504,550,641,529,595,582
19-06,Oceania others,604,15.93090211,0.040915366,290,233,503,4,9,1,87,42,118,121,103,95,44
19-06,South Africa,973,13.4032634,0.065911674,428,411,689,3,7,3,271,66,301,200,128,101,43
19-06,Africa others,3625,14.24519382,0.245559938,2074,886,1822,662,68,116,957,165,763,927,620,337,148
19-06,Stateless,44,-42.10526316,0.00298059,25,12,33,2,0,0,9,2,5,11,10,6,3
19-06,Overseas Korean,17111,-19.61760699,1.159110646,6912,10199,0,0,0,0,17111,459,1284,1890,3982,4906,4590
19-07,China,519132,26.51357299,35.84999865,186367,319475,439699,3587,356,10847,64643,73000,136470,132334,67717,50810,45511
19-07,Japan,274830,19.22589713,18.9790942,95905,176508,267816,1855,149,694,4316,29935,74999,45684,51048,41920,28827
19-07,Taiwan,113587,16.26576318,7.844043128,39999,72875,112231,75,22,184,1075,30750,16713,20271,25784,11140,8216
